timestamp,open,high,low,close,volume
2026-09-09 06:00:00,5.117e-05,5.117e-05,5.117e-05,5.117e-05,19543.0
2026-09-09 07:00:00,4.968e-05,5.049e-05,4.952e-05,5.038e-05,38383933.0
2026-09-09 08:00:00,5.001e-05,5.028e-05,4.945e-05,4.945e-05,8173577.0
2026-09-09 09:00:00,4.905e-05,4.905e-05,4.905e-05,4.905e-05,2007628.0
2026-09-09 10:00:00,4.859e-05,4.884e-05,4.859e-05,4.884e-05,6121560.0
2026-09-09 11:00:00,4.88e-05,4.882e-05,4.874e-05,4.874e-05,6016797.0
2026-09-09 12:00:00,4.879e-05,4.915e-05,4.875e-05,4.909e-05,10883047.0
2026-09-09 13:00:00,4.943e-05,4.982e-05,4.874e-05,4.878e-05,25337722.0
2026-09-09 14:00:00,4.875e-05,4.963e-05,4.855e-05,4.884e-05,19761611.0
2026-09-09 15:00:00,4.879e-05,4.879e-05,4.794e-05,4.859e-05,71165854.0
2026-09-09 16:00:00,4.848e-05,4.85e-05,4.802e-05,4.802e-05,16316449.0
2026-09-09 17:00:00,4.844e-05,4.876e-05,4.824e-05,4.829e-05,13499044.0
2026-09-09 18:00:00,4.831e-05,4.852e-05,4.815e-05,4.852e-05,68922953.0
2026-09-09 19:00:00,4.861e-05,4.862e-05,4.816e-05,4.822e-05,19751775.0
2026-09-09 20:00:00,4.799e-05,4.814e-05,4.79e-05,4.809e-05,10583900.0
2026-09-09 21:00:00,4.801e-05,4.802e-05,4.721e-05,4.722e-05,12733327.0
2026-09-09 22:00:00,4.611e-05,4.649e-05,4.485e-05,4.646e-05,43814963.0
2026-09-09 23:00:00,4.679e-05,4.752e-05,4.679e-05,4.747e-05,7414710.0
2026-09-10 00:00:00,4.747e-05,4.747e-05,4.643e-05,4.643e-05,8346264.0
2026-09-10 01:00:00,4.64e-05,4.719e-05,4.583e-05,4.598e-05,14097681.0
2026-09-10 02:00:00,4.598e-05,4.655e-05,4.566e-05,4.655e-05,11322239.0
2026-09-10 03:00:00,4.585e-05,4.585e-05,4.581e-05,4.581e-05,2182452.0
2026-09-10 04:00:00,4.634e-05,4.638e-05,4.63e-05,4.633e-05,38957617.0
2026-09-10 05:00:00,4.644e-05,4.647e-05,4.644e-05,4.647e-05,2153316.0
2026-09-10 06:00:00,4.675e-05,4.688e-05,4.632e-05,4.685e-05,11031992.0
2026-09-10 07:00:00,4.635e-05,4.655e-05,4.633e-05,4.654e-05,12745276.0
2026-09-10 08:00:00,4.655e-05,4.683e-05,4.645e-05,4.681e-05,13616691.0
2026-09-10 09:00:00,4.659e-05,4.659e-05,4.638e-05,4.648e-05,37438604.0
2026-09-10 10:00:00,4.648e-05,4.685e-05,4.64e-05,4.663e-05,12193142.0
2026-09-10 11:00:00,4.638e-05,4.645e-05,4.63e-05,4.63e-05,8923546.0
2026-09-10 12:00:00,4.645e-05,4.647e-05,4.556e-05,4.557e-05,62760977.0
2026-09-10 13:00:00,4.653e-05,4.656e-05,4.653e-05,4.654e-05,56361696.0
