timestamp,open,high,low,close,volume
2026-09-09 06:00:00,3.09e-06,3.09e-06,3.09e-06,3.09e-06,323625.0
2026-09-09 07:00:00,3.18e-06,3.23e-06,3.07e-06,3.07e-06,1588161796.0
2026-09-09 08:00:00,3.07e-06,3.26e-06,3.07e-06,3.08e-06,448789910.0
2026-09-09 09:00:00,3.26e-06,3.26e-06,3.05e-06,3.05e-06,1319773326.0
2026-09-09 10:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,3671894220.0
2026-09-09 11:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,6012297813.0
2026-09-09 12:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,817831181.0
2026-09-09 13:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0
2026-09-09 14:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0
2026-09-09 15:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,884491287.0
2026-09-09 16:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0
2026-09-09 17:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0
2026-09-09 18:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0
2026-09-09 19:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0
2026-09-09 20:00:00,3.05e-06,3.05e-06,3.05e-06,3.05e-06,0.0
2026-09-09 21:00:00,2.9e-06,2.9e-06,2.9e-06,2.9e-06,2300497949.0
2026-09-09 22:00:00,2.9e-06,3.01e-06,2.9e-06,2.9e-06,15900445961.0
2026-09-09 23:00:00,2.9e-06,3.02e-06,2.86e-06,2.87e-06,8167503236.0
2026-09-10 00:00:00,2.84e-06,2.84e-06,2.84e-06,2.84e-06,1629760.0
2026-09-10 01:00:00,2.84e-06,2.84e-06,2.84e-06,2.84e-06,0.0
2026-09-10 02:00:00,2.98e-06,2.98e-06,2.81e-06,2.82e-06,70796680.0
2026-09-10 03:00:00,2.82e-06,2.82e-06,2.82e-06,2.82e-06,0.0
2026-09-10 04:00:00,2.82e-06,2.82e-06,2.82e-06,2.82e-06,0.0
2026-09-10 05:00:00,2.82e-06,2.82e-06,2.82e-06,2.82e-06,0.0
2026-09-10 06:00:00,2.94e-06,2.94e-06,2.81e-06,2.81e-06,35460992.0
2026-09-10 07:00:00,2.95e-06,2.95e-06,2.79e-06,2.79e-06,35714284.0
2026-09-10 08:00:00,2.79e-06,2.79e-06,2.79e-06,2.79e-06,0.0
2026-09-10 09:00:00,2.79e-06,2.79e-06,2.79e-06,2.79e-06,0.0
2026-09-10 10:00:00,2.94e-06,2.94e-06,2.78e-06,2.78e-06,51511498.0
2026-09-10 11:00:00,2.94e-06,2.94e-06,2.8e-06,2.8e-06,35714284.0
2026-09-10 12:00:00,2.94e-06,2.94e-06,2.78e-06,2.78e-06,17562724.0
2026-09-10 13:00:00,2.78e-06,2.78e-06,2.78e-06,2.78e-06,0.0
