timestamp,open,high,low,close,volume
2026-09-09 06:00:00,0.001013,0.001022,0.001013,0.001022,406917.0
2026-09-09 07:00:00,0.001021,0.001038,0.001021,0.001033,1249288.0
2026-09-09 08:00:00,0.001034,0.001041,0.001027,0.001028,344841.0
2026-09-09 09:00:00,0.001033,0.001033,0.00102,0.00102,164075.0
2026-09-09 10:00:00,0.001014,0.001014,0.001007,0.001007,136177.0
2026-09-09 11:00:00,0.001004,0.001007,0.001003,0.001007,118046.0
2026-09-09 12:00:00,0.001015,0.001018,0.001014,0.001018,245110.0
2026-09-09 13:00:00,0.001016,0.001016,0.001015,0.001015,36892.0
2026-09-09 14:00:00,0.001005,0.00101,0.001005,0.00101,137630.0
2026-09-09 15:00:00,0.001007,0.001007,0.000996,0.001005,314751.0
2026-09-09 16:00:00,0.001008,0.001014,0.000998,0.001013,253164.0
2026-09-09 17:00:00,0.001015,0.001016,0.00101,0.00101,264181.0
2026-09-09 18:00:00,0.001005,0.001009,0.001005,0.001005,195848.0
2026-09-09 19:00:00,0.001003,0.001006,0.000994,0.000994,408927.0
2026-09-09 20:00:00,0.000991,0.000991,0.000991,0.000991,50000.0
2026-09-09 21:00:00,0.000981,0.000982,0.00098,0.000982,15186.0
2026-09-09 22:00:00,0.000982,0.000984,0.000957,0.000961,398640.0
2026-09-09 23:00:00,0.00096,0.00097,0.00096,0.000965,1615368.0
2026-09-10 00:00:00,0.00097,0.00097,0.000964,0.000964,36892.0
2026-09-10 01:00:00,0.000964,0.000968,0.000945,0.000949,217467.0
2026-09-10 02:00:00,0.000951,0.000952,0.000951,0.000952,157102.0
2026-09-10 03:00:00,0.000962,0.000962,0.000961,0.000961,104058.0
2026-09-10 04:00:00,0.00096,0.000961,0.00096,0.000961,122504.0
2026-09-10 05:00:00,0.000962,0.000966,0.000957,0.000966,92230.0
2026-09-10 06:00:00,0.000961,0.000961,0.000955,0.000957,321237.0
2026-09-10 07:00:00,0.000948,0.000948,0.000946,0.000946,160934.0
2026-09-10 08:00:00,0.000946,0.000946,0.000946,0.000946,0.0
2026-09-10 09:00:00,0.000949,0.000949,0.000937,0.000937,123930.0
2026-09-10 10:00:00,0.000943,0.000943,0.000939,0.000942,389997.0
2026-09-10 11:00:00,0.000942,0.000942,0.000942,0.000942,0.0
2026-09-10 12:00:00,0.000936,0.000936,0.000932,0.000935,124641.0
2026-09-10 13:00:00,0.000935,0.000935,0.000935,0.000935,0.0
